"","FeatureId","IsTimeDomain","IsFrequencyDomain","IsAccelerometer","IsGyroscope","IsBody","IsGravity","IsJerk","IsMagnitute","Coordinates","VariableName","VariableDescription","OriginalName","ReadableName"
"285",285,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"X","iqr","Interquartile range ","fBodyAcc-iqr()-X","FrequencyDomainBodyAcceleration.iqr.X"
"286",286,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Y","iqr","Interquartile range ","fBodyAcc-iqr()-Y","FrequencyDomainBodyAcceleration.iqr.Y"
"287",287,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Z","iqr","Interquartile range ","fBodyAcc-iqr()-Z","FrequencyDomainBodyAcceleration.iqr.Z"
"288",288,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"X","entropy","Signal entropy","fBodyAcc-entropy()-X","FrequencyDomainBodyAcceleration.entropy.X"
"289",289,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Y","entropy","Signal entropy","fBodyAcc-entropy()-Y","FrequencyDomainBodyAcceleration.entropy.Y"
"290",290,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Z","entropy","Signal entropy","fBodyAcc-entropy()-Z","FrequencyDomainBodyAcceleration.entropy.Z"
"291",291,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"X","max","Largest value in array","fBodyAcc-maxInds-X","FrequencyDomainBodyAcceleration.maxInds.X"
"292",292,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Y","max","Largest value in array","fBodyAcc-maxInds-Y","FrequencyDomainBodyAcceleration.maxInds.Y"
"293",293,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Z","max","Largest value in array","fBodyAcc-maxInds-Z","FrequencyDomainBodyAcceleration.maxInds.Z"
"294",294,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"X","meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyAcc-meanFreq()-X","FrequencyDomainBodyAcceleration.meanFreq.X"
"295",295,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Y","meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyAcc-meanFreq()-Y","FrequencyDomainBodyAcceleration.meanFreq.Y"
"296",296,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Z","meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyAcc-meanFreq()-Z","FrequencyDomainBodyAcceleration.meanFreq.Z"
"297",297,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"X","skewness","skewness of the frequency domain signal ","fBodyAcc-skewness()-X","FrequencyDomainBodyAcceleration.skewness.X"
"298",298,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"X","kurtosis","kurtosis of the frequency domain signal ","fBodyAcc-kurtosis()-X","FrequencyDomainBodyAcceleration.kurtosis.X"
"299",299,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Y","skewness","skewness of the frequency domain signal ","fBodyAcc-skewness()-Y","FrequencyDomainBodyAcceleration.skewness.Y"
"300",300,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Y","kurtosis","kurtosis of the frequency domain signal ","fBodyAcc-kurtosis()-Y","FrequencyDomainBodyAcceleration.kurtosis.Y"
"301",301,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Z","skewness","skewness of the frequency domain signal ","fBodyAcc-skewness()-Z","FrequencyDomainBodyAcceleration.skewness.Z"
"302",302,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"Z","kurtosis","kurtosis of the frequency domain signal ","fBodyAcc-kurtosis()-Z","FrequencyDomainBodyAcceleration.kurtosis.Z"
"303",303,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"1,8","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-1,8","FrequencyDomainBodyAcceleration.bandsEnergy.1x8"
"304",304,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"9,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-9,16","FrequencyDomainBodyAcceleration.bandsEnergy.9x16"
"305",305,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"17,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-17,24","FrequencyDomainBodyAcceleration.bandsEnergy.17x24"
"306",306,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"25,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-25,32","FrequencyDomainBodyAcceleration.bandsEnergy.25x32"
"307",307,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"33,40","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-33,40","FrequencyDomainBodyAcceleration.bandsEnergy.33x40"
"308",308,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"41,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-41,48","FrequencyDomainBodyAcceleration.bandsEnergy.41x48"
"309",309,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"49,56","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-49,56","FrequencyDomainBodyAcceleration.bandsEnergy.49x56"
"310",310,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"57,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-57,64","FrequencyDomainBodyAcceleration.bandsEnergy.57x64"
"311",311,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"1,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-1,16","FrequencyDomainBodyAcceleration.bandsEnergy.1x16"
"312",312,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"17,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-17,32","FrequencyDomainBodyAcceleration.bandsEnergy.17x32"
"313",313,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"33,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-33,48","FrequencyDomainBodyAcceleration.bandsEnergy.33x48"
"314",314,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"49,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-49,64","FrequencyDomainBodyAcceleration.bandsEnergy.49x64"
"315",315,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"1,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-1,24","FrequencyDomainBodyAcceleration.bandsEnergy.1x24"
"316",316,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"25,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-25,48","FrequencyDomainBodyAcceleration.bandsEnergy.25x48"
"317",317,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"1,8","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-1,8","FrequencyDomainBodyAcceleration.bandsEnergy.1x8"
"318",318,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"9,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-9,16","FrequencyDomainBodyAcceleration.bandsEnergy.9x16"
"319",319,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"17,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-17,24","FrequencyDomainBodyAcceleration.bandsEnergy.17x24"
"320",320,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"25,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-25,32","FrequencyDomainBodyAcceleration.bandsEnergy.25x32"
"321",321,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"33,40","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-33,40","FrequencyDomainBodyAcceleration.bandsEnergy.33x40"
"322",322,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"41,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-41,48","FrequencyDomainBodyAcceleration.bandsEnergy.41x48"
"323",323,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"49,56","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-49,56","FrequencyDomainBodyAcceleration.bandsEnergy.49x56"
"324",324,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"57,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-57,64","FrequencyDomainBodyAcceleration.bandsEnergy.57x64"
"325",325,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"1,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-1,16","FrequencyDomainBodyAcceleration.bandsEnergy.1x16"
"326",326,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"17,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-17,32","FrequencyDomainBodyAcceleration.bandsEnergy.17x32"
"327",327,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"33,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-33,48","FrequencyDomainBodyAcceleration.bandsEnergy.33x48"
"328",328,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"49,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-49,64","FrequencyDomainBodyAcceleration.bandsEnergy.49x64"
"329",329,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"1,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-1,24","FrequencyDomainBodyAcceleration.bandsEnergy.1x24"
"330",330,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"25,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-25,48","FrequencyDomainBodyAcceleration.bandsEnergy.25x48"
"331",331,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"1,8","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-1,8","FrequencyDomainBodyAcceleration.bandsEnergy.1x8"
"332",332,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"9,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-9,16","FrequencyDomainBodyAcceleration.bandsEnergy.9x16"
"333",333,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"17,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-17,24","FrequencyDomainBodyAcceleration.bandsEnergy.17x24"
"334",334,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"25,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-25,32","FrequencyDomainBodyAcceleration.bandsEnergy.25x32"
"335",335,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"33,40","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-33,40","FrequencyDomainBodyAcceleration.bandsEnergy.33x40"
"336",336,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"41,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-41,48","FrequencyDomainBodyAcceleration.bandsEnergy.41x48"
"337",337,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"49,56","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-49,56","FrequencyDomainBodyAcceleration.bandsEnergy.49x56"
"338",338,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"57,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-57,64","FrequencyDomainBodyAcceleration.bandsEnergy.57x64"
"339",339,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"1,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-1,16","FrequencyDomainBodyAcceleration.bandsEnergy.1x16"
"340",340,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"17,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-17,32","FrequencyDomainBodyAcceleration.bandsEnergy.17x32"
"341",341,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"33,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-33,48","FrequencyDomainBodyAcceleration.bandsEnergy.33x48"
"342",342,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"49,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-49,64","FrequencyDomainBodyAcceleration.bandsEnergy.49x64"
"343",343,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"1,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-1,24","FrequencyDomainBodyAcceleration.bandsEnergy.1x24"
"344",344,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,"25,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAcc-bandsEnergy()-25,48","FrequencyDomainBodyAcceleration.bandsEnergy.25x48"
"345",345,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","mean","Mean value","fBodyAccJerk-mean()-X","FrequencyDomainBodyAccelerationJerk.mean.X"
"346",346,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","mean","Mean value","fBodyAccJerk-mean()-Y","FrequencyDomainBodyAccelerationJerk.mean.Y"
"347",347,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","mean","Mean value","fBodyAccJerk-mean()-Z","FrequencyDomainBodyAccelerationJerk.mean.Z"
"348",348,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","std","Standard deviation","fBodyAccJerk-std()-X","FrequencyDomainBodyAccelerationJerk.std.X"
"349",349,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","std","Standard deviation","fBodyAccJerk-std()-Y","FrequencyDomainBodyAccelerationJerk.std.Y"
"350",350,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","std","Standard deviation","fBodyAccJerk-std()-Z","FrequencyDomainBodyAccelerationJerk.std.Z"
"351",351,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","mad","Median absolute deviation ","fBodyAccJerk-mad()-X","FrequencyDomainBodyAccelerationJerk.mad.X"
"352",352,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","mad","Median absolute deviation ","fBodyAccJerk-mad()-Y","FrequencyDomainBodyAccelerationJerk.mad.Y"
"353",353,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","mad","Median absolute deviation ","fBodyAccJerk-mad()-Z","FrequencyDomainBodyAccelerationJerk.mad.Z"
"354",354,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","max","Largest value in array","fBodyAccJerk-max()-X","FrequencyDomainBodyAccelerationJerk.max.X"
"355",355,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","max","Largest value in array","fBodyAccJerk-max()-Y","FrequencyDomainBodyAccelerationJerk.max.Y"
"356",356,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","max","Largest value in array","fBodyAccJerk-max()-Z","FrequencyDomainBodyAccelerationJerk.max.Z"
"357",357,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","min","Smallest value in array","fBodyAccJerk-min()-X","FrequencyDomainBodyAccelerationJerk.min.X"
"358",358,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","min","Smallest value in array","fBodyAccJerk-min()-Y","FrequencyDomainBodyAccelerationJerk.min.Y"
"359",359,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","min","Smallest value in array","fBodyAccJerk-min()-Z","FrequencyDomainBodyAccelerationJerk.min.Z"
"360",360,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,NA,"sma","Signal magnitude area","fBodyAccJerk-sma()","FrequencyDomainBodyAccelerationJerk.sma"
"361",361,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X",NA,NA,"fBodyAccJerk-energy()-X","FrequencyDomainBodyAccelerationJerk.energy.X"
"362",362,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y",NA,NA,"fBodyAccJerk-energy()-Y","FrequencyDomainBodyAccelerationJerk.energy.Y"
"363",363,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z",NA,NA,"fBodyAccJerk-energy()-Z","FrequencyDomainBodyAccelerationJerk.energy.Z"
"364",364,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","iqr","Interquartile range ","fBodyAccJerk-iqr()-X","FrequencyDomainBodyAccelerationJerk.iqr.X"
"365",365,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","iqr","Interquartile range ","fBodyAccJerk-iqr()-Y","FrequencyDomainBodyAccelerationJerk.iqr.Y"
"366",366,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","iqr","Interquartile range ","fBodyAccJerk-iqr()-Z","FrequencyDomainBodyAccelerationJerk.iqr.Z"
"367",367,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","entropy","Signal entropy","fBodyAccJerk-entropy()-X","FrequencyDomainBodyAccelerationJerk.entropy.X"
"368",368,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","entropy","Signal entropy","fBodyAccJerk-entropy()-Y","FrequencyDomainBodyAccelerationJerk.entropy.Y"
"369",369,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","entropy","Signal entropy","fBodyAccJerk-entropy()-Z","FrequencyDomainBodyAccelerationJerk.entropy.Z"
"370",370,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","max","Largest value in array","fBodyAccJerk-maxInds-X","FrequencyDomainBodyAccelerationJerk.maxInds.X"
"371",371,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","max","Largest value in array","fBodyAccJerk-maxInds-Y","FrequencyDomainBodyAccelerationJerk.maxInds.Y"
"372",372,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","max","Largest value in array","fBodyAccJerk-maxInds-Z","FrequencyDomainBodyAccelerationJerk.maxInds.Z"
"373",373,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyAccJerk-meanFreq()-X","FrequencyDomainBodyAccelerationJerk.meanFreq.X"
"374",374,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyAccJerk-meanFreq()-Y","FrequencyDomainBodyAccelerationJerk.meanFreq.Y"
"375",375,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyAccJerk-meanFreq()-Z","FrequencyDomainBodyAccelerationJerk.meanFreq.Z"
"376",376,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","skewness","skewness of the frequency domain signal ","fBodyAccJerk-skewness()-X","FrequencyDomainBodyAccelerationJerk.skewness.X"
"377",377,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"X","kurtosis","kurtosis of the frequency domain signal ","fBodyAccJerk-kurtosis()-X","FrequencyDomainBodyAccelerationJerk.kurtosis.X"
"378",378,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","skewness","skewness of the frequency domain signal ","fBodyAccJerk-skewness()-Y","FrequencyDomainBodyAccelerationJerk.skewness.Y"
"379",379,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Y","kurtosis","kurtosis of the frequency domain signal ","fBodyAccJerk-kurtosis()-Y","FrequencyDomainBodyAccelerationJerk.kurtosis.Y"
"380",380,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","skewness","skewness of the frequency domain signal ","fBodyAccJerk-skewness()-Z","FrequencyDomainBodyAccelerationJerk.skewness.Z"
"381",381,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"Z","kurtosis","kurtosis of the frequency domain signal ","fBodyAccJerk-kurtosis()-Z","FrequencyDomainBodyAccelerationJerk.kurtosis.Z"
"382",382,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"1,8","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-1,8","FrequencyDomainBodyAccelerationJerk.bandsEnergy.1x8"
"383",383,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"9,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-9,16","FrequencyDomainBodyAccelerationJerk.bandsEnergy.9x16"
"384",384,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"17,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-17,24","FrequencyDomainBodyAccelerationJerk.bandsEnergy.17x24"
"385",385,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"25,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-25,32","FrequencyDomainBodyAccelerationJerk.bandsEnergy.25x32"
"386",386,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"33,40","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-33,40","FrequencyDomainBodyAccelerationJerk.bandsEnergy.33x40"
"387",387,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"41,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-41,48","FrequencyDomainBodyAccelerationJerk.bandsEnergy.41x48"
"388",388,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"49,56","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-49,56","FrequencyDomainBodyAccelerationJerk.bandsEnergy.49x56"
"389",389,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"57,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-57,64","FrequencyDomainBodyAccelerationJerk.bandsEnergy.57x64"
"390",390,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"1,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-1,16","FrequencyDomainBodyAccelerationJerk.bandsEnergy.1x16"
"391",391,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"17,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-17,32","FrequencyDomainBodyAccelerationJerk.bandsEnergy.17x32"
"392",392,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"33,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-33,48","FrequencyDomainBodyAccelerationJerk.bandsEnergy.33x48"
"393",393,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"49,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-49,64","FrequencyDomainBodyAccelerationJerk.bandsEnergy.49x64"
"394",394,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"1,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-1,24","FrequencyDomainBodyAccelerationJerk.bandsEnergy.1x24"
"395",395,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"25,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-25,48","FrequencyDomainBodyAccelerationJerk.bandsEnergy.25x48"
"396",396,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"1,8","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-1,8","FrequencyDomainBodyAccelerationJerk.bandsEnergy.1x8"
"397",397,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"9,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-9,16","FrequencyDomainBodyAccelerationJerk.bandsEnergy.9x16"
"398",398,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"17,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-17,24","FrequencyDomainBodyAccelerationJerk.bandsEnergy.17x24"
"399",399,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"25,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-25,32","FrequencyDomainBodyAccelerationJerk.bandsEnergy.25x32"
"400",400,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"33,40","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-33,40","FrequencyDomainBodyAccelerationJerk.bandsEnergy.33x40"
"401",401,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"41,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-41,48","FrequencyDomainBodyAccelerationJerk.bandsEnergy.41x48"
"402",402,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"49,56","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-49,56","FrequencyDomainBodyAccelerationJerk.bandsEnergy.49x56"
"403",403,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"57,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-57,64","FrequencyDomainBodyAccelerationJerk.bandsEnergy.57x64"
"404",404,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"1,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-1,16","FrequencyDomainBodyAccelerationJerk.bandsEnergy.1x16"
"405",405,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"17,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-17,32","FrequencyDomainBodyAccelerationJerk.bandsEnergy.17x32"
